Marca,Modelo,Año,Tipo_Combustible,Potencia_HP,Cilindros,Tipo_Transmision,Categoria_Mercado,Tamaño_Vehiculo,Vehicle Style,KPL_Carretera,KPL_Ciudad,Precio,Consumo_KPL_Carretera
Mitsubishi,3000GT,1997,regular unleaded,320.0,6.0,MANUAL,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,9.353168,6.802304,6008,Bajo
Mitsubishi,3000GT,1998,regular unleaded,320.0,6.0,MANUAL,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,9.353168,6.802304,6710,Bajo
Mitsubishi,3000GT,1998,regular unleaded,161.0,6.0,MANUAL,Hatchback,Compact,2dr Hatchback,9.353168,7.227448000000001,3701,Bajo
Mitsubishi,3000GT,1998,regular unleaded,218.0,6.0,MANUAL,"Hatchback,Performance",Compact,2dr Hatchback,9.778312,7.227448000000001,4671,Bajo
Mitsubishi,3000GT,1999,regular unleaded,218.0,6.0,MANUAL,"Hatchback,Performance",Compact,2dr Hatchback,9.778312,7.227448000000001,5306,Bajo
Mitsubishi,3000GT,1999,regular unleaded,320.0,6.0,MANUAL,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,9.353168,6.802304,7600,Bajo
Mitsubishi,3000GT,1999,regular unleaded,161.0,6.0,MANUAL,Hatchback,Compact,2dr Hatchback,9.353168,7.227448000000001,4090,Bajo
Chrysler,300,2015,regular unleaded,300.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,37570,Bajo
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,13.179464000000001,8.077736,31695,Bajo
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,13.179464000000001,8.077736,38070,Bajo
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,44895,Bajo
Chrysler,300,2015,regular unleaded,300.0,6.0,AUTOMATIC,Performance,Large,Sedan,13.179464000000001,8.077736,35070,Bajo
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,Performance,Large,Sedan,13.179464000000001,8.077736,42395,Bajo
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,34195,Bajo
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,40570,Bajo
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,38095,Bajo
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,Performance,Large,Sedan,13.179464000000001,8.077736,35595,Bajo
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,45190,Bajo
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,13.179464000000001,8.077736,32260,Bajo
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,37755,Bajo
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,41055,Bajo
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,Performance,Large,Sedan,13.179464000000001,8.077736,36090,Bajo
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,Performance,Large,Sedan,13.179464000000001,8.077736,42690,Bajo
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,13.179464000000001,8.077736,38555,Bajo
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,13.179464000000001,8.077736,35255,Bajo
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,38590,Bajo
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,34760,Bajo
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,41135,Bajo
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,45270,Bajo
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,38670,Bajo
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,Performance,Large,Sedan,12.75432,8.077736,38635,Bajo
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,Performance,Large,Sedan,12.75432,8.077736,36170,Bajo
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,38175,Bajo
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,12.75432,8.077736,32340,Bajo
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,Performance,Large,Sedan,12.75432,8.077736,42770,Bajo
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,34840,Bajo
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,Performance,Large,Sedan,12.75432,8.077736,35675,Bajo
Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.203456000000001,6.802304,32065,Bajo
Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.203456000000001,6.802304,28540,Bajo
Chrysler,300M,2003,premium unleaded (required),255.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.6286,6.802304,32315,Bajo
Chrysler,300M,2003,regular unleaded,250.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.6286,6.802304,28885,Bajo
Chrysler,300M,2004,regular unleaded,250.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.6286,6.802304,29185,Bajo
Chrysler,300M,2004,premium unleaded (required),255.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.6286,6.802304,32615,Bajo
Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Convertible,9.353168,6.802304,2847,Bajo
Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,2488,Bajo
Nissan,300ZX,1994,regular unleaded,300.0,6.0,MANUAL,"Hatchback,Performance",Compact,2dr Hatchback,9.353168,6.802304,2683,Bajo
Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,2553,Bajo
Nissan,300ZX,1995,regular unleaded,300.0,6.0,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,3049,Bajo
Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Coupe,9.353168,7.227448000000001,2774,Bajo
Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Coupe,9.353168,7.227448000000001,2702,Bajo
Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Convertible,9.353168,7.227448000000001,3101,Bajo
Nissan,300ZX,1996,regular unleaded,300.0,6.0,MANUAL,Performance,Compact,Coupe,9.353168,6.802304,3510,Bajo
Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Coupe,9.353168,7.227448000000001,3107,Bajo
Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Convertible,9.353168,7.227448000000001,3624,Bajo
Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,Performance,Compact,Coupe,9.353168,7.227448000000001,3185,Bajo
Mazda,323,1992,regular unleaded,82.0,4.0,MANUAL,Hatchback,Compact,2dr Hatchback,14.029752,10.6286,2000,Bajo
Mazda,323,1993,regular unleaded,82.0,4.0,MANUAL,Hatchback,Compact,2dr Hatchback,14.029752,10.6286,2000,Bajo
Mazda,323,1993,regular unleaded,82.0,4.0,MANUAL,Hatchback,Compact,2dr Hatchback,13.604608,10.203456000000001,2000,Bajo
Mazda,323,1994,regular unleaded,82.0,4.0,MANUAL,Hatchback,Compact,2dr Hatchback,14.029752,10.6286,2000,Bajo
Mercedes-Benz,350-Class,1990,diesel,134.0,6.0,AUTOMATIC,"Diesel,Luxury",Large,Sedan,9.778312,8.077736,2144,Bajo
Mercedes-Benz,350-Class,1990,diesel,134.0,6.0,AUTOMATIC,"Diesel,Luxury",Large,Sedan,9.778312,8.077736,2098,Bajo
Mercedes-Benz,350-Class,1991,diesel,134.0,6.0,AUTOMATIC,"Diesel,Luxury",Large,Sedan,9.778312,8.077736,2178,Bajo
Mercedes-Benz,350-Class,1991,diesel,134.0,6.0,AUTOMATIC,"Diesel,Luxury",Large,Sedan,9.778312,8.077736,2311,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,36550,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,41250,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,10.203456000000001,7.227448000000001,30600,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,10.203456000000001,7.227448000000001,37100,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Coupe,10.6286,7.652592,27900,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Coupe,10.6286,7.652592,32700,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,40250,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,35550,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Coupe,10.6286,7.652592,36100,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,10.203456000000001,7.227448000000001,33200,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,37900,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Coupe,10.6286,7.652592,29600,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,"Factory Tuner,High-Performance",Compact,Coupe,10.6286,7.652592,38070,Bajo
Nissan,350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,38900,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,10.203456000000001,7.227448000000001,33840,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,38630,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,39630,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,10.203456000000001,7.227448000000001,37740,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,41980,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,36280,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Coupe,10.6286,7.652592,36740,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,40980,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,"Factory Tuner,High-Performance",Compact,Coupe,10.6286,7.652592,38680,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Coupe,10.6286,7.652592,28510,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Coupe,10.6286,7.652592,30210,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,10.203456000000001,7.227448000000001,31210,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Coupe,10.6286,7.652592,33340,Bajo
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,37280,Bajo
Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,41570,Bajo
Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,36870,Bajo
Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,42570,Bajo
Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,37870,Bajo
Nissan,350Z,2009,regular unleaded,306.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,39220,Bajo
Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,9.778312,7.227448000000001,40220,Bajo
Ferrari,360,2002,premium unleaded (required),400.0,8.0,MANUAL,"Exotic,High-Performance",Compact,Convertible,6.37716,4.2514400000000006,160829,Bajo
Ferrari,360,2002,premium unleaded (required),400.0,8.0,MANUAL,"Exotic,High-Performance",Compact,Coupe,6.37716,4.2514400000000006,140615,Bajo
Ferrari,360,2002,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,"Exotic,High-Performance",Compact,Coupe,6.37716,4.2514400000000006,150694,Bajo
Ferrari,360,2002,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,"Exotic,High-Performance",Compact,Convertible,6.37716,4.2514400000000006,170829,Bajo
Ferrari,360,2003,premium unleaded (required),400.0,8.0,MANUAL,"Exotic,High-Performance",Compact,Convertible,6.37716,4.2514400000000006,165986,Bajo
Ferrari,360,2003,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,"Exotic,High-Performance",Compact,Coupe,6.37716,4.2514400000000006,154090,Bajo
Ferrari,360,2003,premium unleaded (required),400.0,8.0,MANUAL,"Exotic,High-Performance",Compact,Coupe,6.37716,4.2514400000000006,143860,Bajo
Ferrari,360,2003,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,"Exotic,High-Performance",Compact,Convertible,6.37716,4.2514400000000006,176287,Bajo
Ferrari,360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,"Exotic,High-Performance",Compact,Coupe,6.37716,4.2514400000000006,157767,Bajo
Ferrari,360,2004,premium unleaded (required),425.0,8.0,AUTOMATED_MANUAL,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,6.37716,4.2514400000000006,187124,Bajo
Ferrari,360,2004,premium unleaded (required),400.0,8.0,MANUAL,"Exotic,High-Performance",Compact,Coupe,6.37716,4.2514400000000006,147332,Bajo
Ferrari,360,2004,premium unleaded (required),400.0,8.0,MANUAL,"Exotic,High-Performance",Compact,Convertible,6.37716,4.2514400000000006,169900,Bajo
Ferrari,360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,"Exotic,High-Performance",Compact,Convertible,6.37716,4.2514400000000006,180408,Bajo
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,8.077736,46790,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,48100,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,29990,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,41820,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,31290,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,34870,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,33570,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,46570,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,37970,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,37070,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,49400,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,45270,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,39270,Bajo
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,MANUAL,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,7.652592,45490,Bajo
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,MANUAL,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,7.652592,41990,Bajo
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,38370,Bajo
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,8.077736,43290,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,41820,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,48100,Bajo
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,8.077736,43290,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,39270,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,34870,Bajo
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,7.652592,41990,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,38370,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,45270,Bajo
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,7.652592,45490,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,29990,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,46570,Bajo
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,8.077736,46790,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,49400,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,37070,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,31290,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,37970,Bajo
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,33570,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,37970,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,38370,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,34870,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,29990,Bajo
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,MANUAL,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,7.652592,45490,Bajo
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,MANUAL,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,7.652592,41990,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,45270,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,33570,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Convertible,10.203456000000001,7.227448000000001,48100,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,39270,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,46570,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,49400,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,High-Performance,Compact,Coupe,11.053744,7.652592,37070,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Convertible,10.6286,7.652592,41820,Bajo
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,8.077736,46790,Bajo
Nissan,370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,"Factory Tuner,High-Performance",Compact,Coupe,11.053744,8.077736,43290,Bajo
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,High-Performance,Compact,Coupe,11.053744,8.077736,31290,Bajo
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,Performance,Compact,Sedan,15.730328,10.6286,25045,Medio 
Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,Performance,Compact,Sedan,16.580616,11.904032,26095,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,,Compact,Sedan,17.430904,12.75432,23795,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,,Compact,Sedan,17.430904,12.329176,19595,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,,Compact,Sedan,17.430904,12.329176,18445,Medio 
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,Performance,Compact,Sedan,15.730328,10.6286,23845,Medio 
Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,"Hatchback,Performance",Compact,4dr Hatchback,15.730328,11.478888000000001,25395,Medio 
Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,Performance,Compact,Sedan,16.580616,11.904032,24895,Medio 
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,"Hatchback,Performance",Compact,4dr Hatchback,14.880040000000001,11.053744,25545,Bajo
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,17.005760000000002,12.75432,24295,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,,Compact,Sedan,17.430904,12.75432,19495,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,17.005760000000002,12.329176,20095,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,17.005760000000002,12.75432,19995,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,17.005760000000002,12.75432,21145,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,17.005760000000002,12.329176,23245,Medio 
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,,Compact,Sedan,17.430904,12.329176,16945,Medio 
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,"Hatchback,Performance",Compact,4dr Hatchback,14.880040000000001,11.053744,24345,Bajo
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,,Compact,Sedan,17.430904,12.75432,20645,Medio 
